Date,Time (UTC),User,Utterance
2022-07-16,16:01:31,tanmay_kulkarni,stream 2 ?!?!
2022-07-16,16:01:32,Dricera,daphSit 🍉 daphSit 🍉 daphSit 🍉
2022-07-16,16:01:32,crystalbased,yeh
2022-07-16,16:01:34,uujin127,yes
2022-07-16,16:01:34,Duanotic,OMEGALUL
2022-07-16,16:01:34,lonelyintrovert0,sleeping bitch DIESOFCRINGE
2022-07-16,16:01:34,Puresalty98,OMEGALUL
2022-07-16,16:01:35,Yosen19,subathon POGGERS
2022-07-16,16:01:36,bluemoon491,i guessed they did PepeLaugh
2022-07-16,16:01:37,poorslob,hullo
2022-07-16,16:01:38,abandonedtamagotchi,they woke up KEKW
2022-07-16,16:01:38,d1nkdonk,OMEGALUL
2022-07-16,16:01:39,removal6,daphW
2022-07-16,16:01:40,veixyn,!resolution
2022-07-16,16:01:40,StreamElements,"@veixyn usually 11""x14"" 300dpi"
2022-07-16,16:01:40,whor3hey,ASLEEP
2022-07-16,16:01:42,05hs,not gonna sub if only 1 stream per day
2022-07-16,16:01:42,AlphaGriffin,2 MAERTS (tra) AGIG
2022-07-16,16:01:42,RRiasu,daphHey yo
2022-07-16,16:01:42,PopuraTTT,i was there daphSit
2022-07-16,16:01:44,Metr0Moon,we were sleeping daph.
2022-07-16,16:01:44,NMGIX,they were sleeping stopbeingMean to NA
2022-07-16,16:01:45,crowfa23,the shirt looks like those safety swim stuffs u put on ur arms
2022-07-16,16:01:48,RazKurdt,there's no last stream
2022-07-16,16:01:48,Dricera,daphSit 🍉
2022-07-16,16:01:48,bokowas,LULW
2022-07-16,16:01:48,sadbready,Cute
2022-07-16,16:01:49,UriahWhite,Just woke up
2022-07-16,16:01:50,02wookk,just sleep lole
2022-07-16,16:01:50,eggcheezpotato,moon2GIGA stream 2 POGCRAZY
2022-07-16,16:01:51,KohanaAigasaki,"KohanaAigasaki subscribed at Tier 1. They've subscribed for 24 months, currently on a 24 month streak! omg two years ! daphHeart"
2022-07-16,16:01:51,1v1meinamongus,you kinda got me questionin what day it was by going live again
2022-07-16,16:01:51,kerchoo1223,peepoHey
2022-07-16,16:01:53,rangerberry,Wokege
2022-07-16,16:01:53,vicea,so cute
2022-07-16,16:01:53,yoongojo,omg i finally catch a stream cuz it’s not at 11 pm 😭
2022-07-16,16:01:54,Helix114,Helix114 subscribed with Prime. They've subscribed for 31 months! 
2022-07-16,16:01:54,Zakarot_,Was stream 1 not good enough ? hasMods
2022-07-16,16:01:54,ganjajesus1,I fell asleep and woke up to you gone 😔
2022-07-16,16:01:55,K3lp_Juice,pepeW too much caffeine ?
2022-07-16,16:01:56,unfunnypolice,Insomnia strim BogU
2022-07-16,16:01:56,BC47,live again? MaxLOL
2022-07-16,16:01:56,RazKurdt,STREAM 2 only
2022-07-16,16:01:56,Juls_Juuki,daphSit
2022-07-16,16:01:56,Puresalty98,New vtuber model POGGERS
2022-07-16,16:01:56,bibibean_,Wot
2022-07-16,16:01:57,dumbmb,just 4Head
2022-07-16,16:01:57,AlphaGriffin,"Wait, we lose daphSit"
2022-07-16,16:01:57,removal6,can you play a horror game
2022-07-16,16:01:58,Stikz115,moon2GIGA GIGA Duck of HELL
2022-07-16,16:01:59,Ad_Trip,KEKWait i was about to play Sekiro
2022-07-16,16:02:00,Yosen19,🍉 DuckerZ
2022-07-16,16:02:01,kyeparagon,it really is a duck with a water melon shirt
2022-07-16,16:02:04,youtuber4,????
2022-07-16,16:02:04,39Chanel,Is the daphSit vtub is still gonna be used donkSad ???
2022-07-16,16:02:04,poorslob,POGGERS
2022-07-16,16:02:05,AlphaGriffin,Don't retire daphSit
2022-07-16,16:02:05,d1nkdonk,daphBed
2022-07-16,16:02:06,deadman2486,!uptime
2022-07-16,16:02:06,StreamElements,"@deadman2486, 39daph has been streaming for  5 mins 30 secs"
2022-07-16,16:02:07,regionid,daphSit
2022-07-16,16:02:07,xXx_bellend_xXx,daphMoodLove
2022-07-16,16:02:10,WineNot,i cant believe youre streaming at a normal hour FeelsStrongMan
2022-07-16,16:02:11,Stikz115,"BogU play it, dont watch"
2022-07-16,16:02:12,projektRiA,DAPHIES
2022-07-16,16:02:13,l137jdn,doing my english video essay
2022-07-16,16:02:13,sillybunbuns,Stare
2022-07-16,16:02:13,RazKurdt,just close your eyes 4Head
2022-07-16,16:02:14,LuckyDeath,GO PLAY NOW 😡
2022-07-16,16:02:14,wembx,secret strim
2022-07-16,16:02:16,pixel_hound,Go play 5head
2022-07-16,16:02:16,BoggsBot,DuckerZ
2022-07-16,16:02:16,Quixu,daphLaud
2022-07-16,16:02:17,evienus ,:V
2022-07-16,16:02:17,AlphaGriffin,OMEGALUL
2022-07-16,16:02:17,Yosen19,OMEGALUL
2022-07-16,16:02:17,naaziff,love u daph
2022-07-16,16:02:17,veixyn ,:V
2022-07-16,16:02:18,diseased_cheese,segiro POGCRAZY
2022-07-16,16:02:18,leonorf8,donkSad no daphO no more
2022-07-16,16:02:19,05hs,OMEGALUL
2022-07-16,16:02:19,k_a_i_____,OMEGALUL 󠀀
2022-07-16,16:02:19,jhkyeong,Very cute
2022-07-16,16:02:20,rangerberry,daphShrug
2022-07-16,16:02:20,NMGIX,daphQuack
2022-07-16,16:02:20,joojuu_,OMEGALUL
2022-07-16,16:02:20,Livida_,like that
2022-07-16,16:02:20,02wookk,yep that
2022-07-16,16:02:20,kerokerobee_,OMEGALUL
2022-07-16,16:02:20,pachimiri,KEKW
2022-07-16,16:02:21,ow_meshoulder,yes like that
2022-07-16,16:02:21,dumbmb,OMEGALUL
2022-07-16,16:02:21,01lovecity,OMEGALUL
2022-07-16,16:02:21,BoneWheelSkeleton,Horrific.
2022-07-16,16:02:21,john_username,LuL
2022-07-16,16:02:21,nana_charles_jim,KEKW
2022-07-16,16:02:21,tuskrr,DuckerZ
2022-07-16,16:02:22,jhkyeong,Hahhahaha
2022-07-16,16:02:22,xMarsipan,OMEGALUL
2022-07-16,16:02:22,noemii,OMEGALUL
2022-07-16,16:02:23,K3lp_Juice,DuckerZ Clap
2022-07-16,16:02:23,Coffebara,FeelsDankMan huh
2022-07-16,16:02:23,Stikz115,OMEGALUL
2022-07-16,16:02:24,Cchreys,You’re replacing daphSit NOOO
2022-07-16,16:02:24,AlphaGriffin,It looks like OMEGALUL
2022-07-16,16:02:24,kyeparagon,like two pringles
2022-07-16,16:02:24,BC47,DuckerZ
2022-07-16,16:02:24,rangerberry,dankDaph
2022-07-16,16:02:24,chery24x,KEKW
2022-07-16,16:02:24,uujin127,FeelsDankMan ???
2022-07-16,16:02:25,Remi_,5 nights
2022-07-16,16:02:25,arachneii,DuckerZ
2022-07-16,16:02:25,itsRamzilla,looks like a fat pussy
2022-07-16,16:02:25,t_phan12,dap duk
2022-07-16,16:02:25,LuckyDeath,It's like a U ?
2022-07-16,16:02:26,Emmosicko,daphQuack
2022-07-16,16:02:26,TheBanMagnet69,?? wtf she's actually streaming
2022-07-16,16:02:27,Dricera,OMEGALUL
2022-07-16,16:02:27,NMGIX,daphQuack quack quack
2022-07-16,16:02:27,gyucor,OMEGALUL caffeine brain
2022-07-16,16:02:27,다프니,DuckerZ
2022-07-16,16:02:27,Sllayz4,monkaW
2022-07-16,16:02:27,4uryn,OMEGALUL
2022-07-16,16:02:28,Noblebug,daphQuack daphQuack daphQuack
2022-07-16,16:02:28,Daftpunks,like this DuckerZ
2022-07-16,16:02:28,naaziff,where do u live
2022-07-16,16:02:28,b0x_cutter,FeelsStrongMan
2022-07-16,16:02:28,ackwell,daphQuack
2022-07-16,16:02:28,SecretsMimi,yes
2022-07-16,16:02:28,02wookk,yes
2022-07-16,16:02:29,BC47,THIS
2022-07-16,16:02:29,guntferaI,DuckerZ
2022-07-16,16:02:29,Stikz115,daffy duck
2022-07-16,16:02:29,Paulie9703,daphSit
2022-07-16,16:02:29,veixyn ,:U
2022-07-16,16:02:29,poorslob,OMEGALUL like this
2022-07-16,16:02:29,PLLvolt,DuckerZ
2022-07-16,16:02:30,d1nkdonk,daphQuack
2022-07-16,16:02:30,casualscroob,check donald duck
2022-07-16,16:02:30,vintagekimchi,DuckerZ
2022-07-16,16:02:32,joojuu_,OMEGALUL yes i guess
2022-07-16,16:02:32,Livida_,> like this
2022-07-16,16:02:32,bluemoon491,daphQuack like this maybe
2022-07-16,16:02:32,l137jdn,daphQuack daphQuack daphQuack daphQuack
2022-07-16,16:02:32,Twankiez1992,yes
2022-07-16,16:02:32,leevilbirdy ,:()
2022-07-16,16:02:32,k_a_i_____,DuckerZ
2022-07-16,16:02:33,rangerberry,daphShrug daphQuack ?
2022-07-16,16:02:33,Coffebara,DuckerZ Clap
2022-07-16,16:02:33,yohanrepeat,subathonussy POGCRAZY
2022-07-16,16:02:33,kerokerobee_,SO CURSED
2022-07-16,16:02:34,SecretsMimi,daphQuack
2022-07-16,16:02:34,collasped_lung,quack
2022-07-16,16:02:35,MrBreadPitt,daphQuack
2022-07-16,16:02:35,jhkyeong,Yea yea
2022-07-16,16:02:35,Stikz115,too high
2022-07-16,16:02:36,RazKurdt,like pure nightmare
2022-07-16,16:02:37,ShunnIsNormel,BogU
2022-07-16,16:02:37,MontiePi,yes quack
2022-07-16,16:02:37,chery24x,the eyes scare me daph
2022-07-16,16:02:38,sosnbinder,do you still play the piano @39daph ?
2022-07-16,16:02:38,mushroxas,daphCatch
2022-07-16,16:02:38,Yosen19,OMEGALUL 󠀀
2022-07-16,16:02:39,leonorf8,daphQuack reference spam
2022-07-16,16:02:39,kerokerobee_,daphQuack
2022-07-16,16:02:39,synthcurry,daphQuack
2022-07-16,16:02:40,yie0n7,daphThonk
2022-07-16,16:02:40,tanmay_kulkarni,DuckerZ
2022-07-16,16:02:41,DefinitelyNotDimitri,two half pringles
2022-07-16,16:02:41,jjhogun,DuckerZ
2022-07-16,16:02:41,Stikz115,daphQuack
2022-07-16,16:02:41,noemii,daphQuack
2022-07-16,16:02:42,idkDvD,PogYou its the minecraft skin
2022-07-16,16:02:43,speedpandy,daphQuack daphThonk
2022-07-16,16:02:43,mussumburzum https,https://i.pinimg.com/originals/eb/4a/60/eb4a60554847ad9f6e2fab9940d78526.png here
2022-07-16,16:02:43,Sllayz4,shit
2022-07-16,16:02:44,kyeparagon,guam
2022-07-16,16:02:44,ro64c,daphChow
2022-07-16,16:02:45,amernrs,yay insomnia daphCheer
2022-07-16,16:02:46,d1nkdonk,yeah actually
2022-07-16,16:02:46,KiNG_wzrd47,daphQuack
2022-07-16,16:02:48,Puresalty98,I was about to sleep daphBed
2022-07-16,16:02:48,k_a_i_____,daphQuack
2022-07-16,16:02:48,Quixu,OMEGALUL
2022-07-16,16:02:48,naaziff,pogchamp
2022-07-16,16:02:48,collasped_lung,bro looks traumatized
2022-07-16,16:02:49,Jeeshka,Jammies
2022-07-16,16:02:50,AlphaGriffin,daphQuack
2022-07-16,16:02:50,squirrelsoy,Im painting my room..please accompany me im scared…its 12.02 a.m here
2022-07-16,16:02:51,LuckyDeath,No he's looking at you so I think it'd look like two sheat of paper open towards you
2022-07-16,16:02:51,NMGIX,mussum OMEGALUL
2022-07-16,16:02:52,PrincessZoXo,yo
2022-07-16,16:02:52,ssaikoku,daphQuack
2022-07-16,16:02:53,EdubZanji,sup Chat
2022-07-16,16:02:54,blyt3_,add goofy tongue
2022-07-16,16:02:54,phoneofff,monkaW
2022-07-16,16:02:54,naaziff,omegalul\
2022-07-16,16:02:55,hoiman8,quack
2022-07-16,16:02:56,KiNG_wzrd47,WutFace mussum
2022-07-16,16:02:56,k_a_i_____,monkaW
2022-07-16,16:02:57,soeryadana,make a pog
2022-07-16,16:02:58,noemii,monkaOMEGA
2022-07-16,16:02:58,Yosen19,WutFace the teeth
2022-07-16,16:02:58,dumbmb,fnaf chica monkaW
2022-07-16,16:02:59,ackwell,here's my shot to get two Viewer of the Day awards all on the same day 🏆 POGGERS 🏆
2022-07-16,16:03:00,MrWatt0melon,daphW daphW
2022-07-16,16:03:01,Stikz115,daphThonk i forgot we have this emote
2022-07-16,16:03:01,Coffebara,daphLook
2022-07-16,16:03:02,01lovecity,monkaOMEGA
2022-07-16,16:03:03,abandonedtamagotchi,daphLook
2022-07-16,16:03:04,KouMatsuoka,daphQuack
2022-07-16,16:03:04,cyberp1ss,babe wake up new daph stream just dropped daphArrive
2022-07-16,16:03:05,pixel_hound,he needs eyebrows
2022-07-16,16:03:05,다프니,looks ugly
2022-07-16,16:03:05,starlightish,giga stream of hell
2022-07-16,16:03:05,rangerberry,daphW
2022-07-16,16:03:06,leevilbirdy,make the pupils bigger
2022-07-16,16:03:06,k_a_i_____,WutFace
2022-07-16,16:03:07,Alakronn,japandyZoo japandyMin japandyZoom
2022-07-16,16:03:08,lonelyintrovert0,Stare
2022-07-16,16:03:08,amernrs,make him just wiggle it
2022-07-16,16:03:08,marfmarf91,whats going on here BogU
2022-07-16,16:03:08,k_a_i_____,pepeP
2022-07-16,16:03:09,bokowas,scribblenauts duck
2022-07-16,16:03:09,hoiman8,DuckerZ cute
2022-07-16,16:03:09,idkDvD,@squirrelsoy LULW good time to paint
2022-07-16,16:03:11,Ad_Trip,NODDERS duck have teeth on their toughes
2022-07-16,16:03:11,mussumburzum,even the tongue has teeth KEKW
2022-07-16,16:03:11,poorslob,monkaW that fnaf duck
2022-07-16,16:03:13,synthcurry,looks like FNaF
2022-07-16,16:03:13,Cchreys,he doesn’t look well
2022-07-16,16:03:13,Syx_Ralv,KEKW
2022-07-16,16:03:14,sheansy,Hellooooo!
2022-07-16,16:03:14,Zakarot_,BloodTrail
2022-07-16,16:03:15,Yosen19,pepeD
2022-07-16,16:03:16,Stikz115,OMEGALUL
2022-07-16,16:03:16,cherubism,fnaf
2022-07-16,16:03:17,springroIl,Jammies
2022-07-16,16:03:17,SplooshShot,another stream holy moly
2022-07-16,16:03:17,noemii,monkaW im scared
2022-07-16,16:03:18,Jeeshka,Jammies  󠀀
2022-07-16,16:03:18,nana_charles_jim,eyebrows
2022-07-16,16:03:19,DefinitelyNotDimitri,OMEGALUL
2022-07-16,16:03:19,sahilole,my dog is scared
2022-07-16,16:03:20,12tragedy,Woah DAPH is day streaming!?!
2022-07-16,16:03:20,Coffebara,monkaW chicka
2022-07-16,16:03:21,yamtingz,pepeD
2022-07-16,16:03:21,Noblebug,daphLol daphLol daphLol
2022-07-16,16:03:21,jhkyeong,Cursed but happy duck NODDERS
2022-07-16,16:03:21,05hs,pelicans
2022-07-16,16:03:21,ow_meshoulder,i love it
2022-07-16,16:03:23,greaxxy,More strim BogU
2022-07-16,16:03:23,Quixu,that's a boomerang
2022-07-16,16:03:23,Takinn,monkaW Chica
2022-07-16,16:03:24,Stikz115,carrot mouth OMEGALUL
2022-07-16,16:03:24,collasped_lung,Jammies
2022-07-16,16:03:25,brvsir,whats wrong with your current model?
2022-07-16,16:03:26,pixel_hound,He's a pelican KEKW
2022-07-16,16:03:26,rangerberry,🚲 pepeJAM
2022-07-16,16:03:27,sheansy,Is this clip studio or PS?
2022-07-16,16:03:27,plankke_,that duck had seen some things
2022-07-16,16:03:27,leonorf8,daphQuack more like this
2022-07-16,16:03:27,BoneWheelSkeleton,daphCustomerDisservice Cursed.
2022-07-16,16:03:29,idkDvD ,:V
2022-07-16,16:03:29,leinad_osnola,moon2W GIGA
2022-07-16,16:03:30,yohanrepeat,PepeLaugh diesofnosleep
2022-07-16,16:03:30,d1nkdonk,Jammies
2022-07-16,16:03:32,y1keru,daphW
2022-07-16,16:03:33,hebisci,Guam
2022-07-16,16:03:33,ShunnIsNormel,looks like a stapler
2022-07-16,16:03:34,The_Lazy_Fox,Jammies
2022-07-16,16:03:34,greaxxy,!uptime
2022-07-16,16:03:34,StreamElements,"@greaxxy, 39daph has been streaming for  6 mins 58 secs"
2022-07-16,16:03:35,cokepepsi101,what happend to psyduck
2022-07-16,16:03:35,Stikz115,omg
2022-07-16,16:03:36,cherubism,? fnaf duck
2022-07-16,16:03:36,harzu_,OMEGALUL
2022-07-16,16:03:37,bluemoon491,OMEGALUL
2022-07-16,16:03:37,k_a_i_____,OMEGALUL
2022-07-16,16:03:37,joojuu_,OMEGALUL
2022-07-16,16:03:38,soeryadana,!time
2022-07-16,16:03:38,Fossabot @soeryadana it is 0903,@soeryadana it is 09:03:38 AM (PDT) VeryPog
2022-07-16,16:03:39,Mendayen,what happened
2022-07-16,16:03:39,abandonedtamagotchi,KEKW
2022-07-16,16:03:39,다프니,Stare
2022-07-16,16:03:39,auddiboiiii,monkaW
2022-07-16,16:03:40,lovrylle,duck's been through a lot
2022-07-16,16:03:40,KiNG_wzrd47,daphLook
2022-07-16,16:03:40,Stikz115,that's it
2022-07-16,16:03:40,Leilax_,OMEGALUL
2022-07-16,16:03:40,Anutopie,oo
2022-07-16,16:03:40,uujin127,monkaW
2022-07-16,16:03:40,TheBanMagnet69,monkaS
2022-07-16,16:03:40,poorslob,OMEGALUL
2022-07-16,16:03:41,4uryn,OMEGALUL 󠀀
2022-07-16,16:03:41,noemii,monkaW
2022-07-16,16:03:41,Silucet,LIVE 2 POGCRAZY
2022-07-16,16:03:41,arachneii,o o
2022-07-16,16:03:41,Muzazz,STREAM 2?? POGCRAZY
2022-07-16,16:03:41,xMarsipan,OMEGALUL HYPERCLAP
2022-07-16,16:03:41,gyucor,monkaOMEGA
2022-07-16,16:03:42,aran_k7,OMEGALUL
2022-07-16,16:03:42,kerokerobee_,OMEGALUL
2022-07-16,16:03:42,01lovecity,monkaW
2022-07-16,16:03:42,ilumlltwo look at donald D,look at donald D:
2022-07-16,16:03:43,tuskrr,OMEGALUL what was that
2022-07-16,16:03:43,leevilbirdy,monkaW
2022-07-16,16:03:43,02wookk,i have no mouth and i must scream
2022-07-16,16:03:43,ackwell,fetal alcohol syndrome duck PepeHands
2022-07-16,16:03:44,harzu_,daphLook
2022-07-16,16:03:45,BarmyPhipps,monkaEyes
2022-07-16,16:03:45,xXx_bellend_xXx,😶
2022-07-16,16:03:45,vintagekimchi,MIN OMEAGLUL N
2022-07-16,16:03:47,helltaker,just make the beak vibrate when you talk?
2022-07-16,16:03:47,TheAcc_,daphW daphW
2022-07-16,16:03:49,d1nkdonk,daphW
2022-07-16,16:03:49,jhkyeong,O.O
2022-07-16,16:03:50,xXx_bellend_xXx,😶 HYPERCLAP
2022-07-16,16:03:51,LuckyDeath,@ackwell peepoLove good luck homie
2022-07-16,16:03:51,Mazmol_Weenie,POGCRAZY infinite strim
2022-07-16,16:03:52,Ad_Trip,@brvsir the current model is too perfect
2022-07-16,16:03:52,detectpurp,how come a 2nd stream?
2022-07-16,16:03:53,dumbmb,OMEGALUL
2022-07-16,16:03:53,synthcurry,daphW
2022-07-16,16:03:54,kerokerobee_,daphW
2022-07-16,16:03:54,05hs,5Head
2022-07-16,16:03:55,cyberp1ss,amongus??
2022-07-16,16:03:57,Ouijars30,daphW
2022-07-16,16:03:57,mavrek7,Stare
2022-07-16,16:03:57,removal6,daphW
2022-07-16,16:03:57,Stikz115,PepeLaugh
2022-07-16,16:03:58,vintagekimchi,M I N I OMEGALUL N
2022-07-16,16:03:58,BoneWheelSkeleton,Gape that mussy WubTF
2022-07-16,16:03:59,yamtingz,Jammies
2022-07-16,16:04:00,Zakarot_,Minion
2022-07-16,16:04:01,elfiidy,are you creating another vtuber ?
2022-07-16,16:04:03,kerchoo1223,Stare
2022-07-16,16:04:04,KiNG_wzrd47,daphW
2022-07-16,16:04:06,istian,when animated all these little qwerks will seamlessly disappear I'm sure of it
2022-07-16,16:04:08,hjkJack,good morning
2022-07-16,16:04:09,cokepepsi101,psyduck looking handsomeeeeeeeeeee
2022-07-16,16:04:09,Stikz115,OMEGALUL
2022-07-16,16:04:12,다프니,NotLikeThis
2022-07-16,16:04:13,joojuu_,OMEGALUL  󠀀
2022-07-16,16:04:14,TheBanMagnet69,docCBT
2022-07-16,16:04:15,avaloin,PogChamp
2022-07-16,16:04:16,iiTzPear,Lmaoo daph i just woke up from a 6 hour nap why are u  still streaming daphPain
2022-07-16,16:04:16,rangerberry,grfnnThink 🆙
2022-07-16,16:04:18,aran_k7,daphQuack
2022-07-16,16:04:18,Yosen19,so scuffed OMEGALUL
2022-07-16,16:04:19,blyt3_,yes
2022-07-16,16:04:19,SecretsMimi,OMEGALUL
2022-07-16,16:04:19,bokowas,fortune cookie
2022-07-16,16:04:20,Alakronn,@39daph that thing looks like a platypus hasBaited
2022-07-16,16:04:20,BlimBlum,peepoClap thats it
2022-07-16,16:04:20,guntferaI,FeelsAmazingMan
2022-07-16,16:04:20,Zenadyth,Wait she back
2022-07-16,16:04:22,chery24x,big ass mouth
2022-07-16,16:04:22,IRLbloatware,new model BogU
2022-07-16,16:04:23,nyeasb0ss,PogChamp
2022-07-16,16:04:23,Stikz115,that looks ok
2022-07-16,16:04:24,01lovecity,PogChamp
2022-07-16,16:04:25,guntferaI,FeelsAmazingMan  󠀀
2022-07-16,16:04:25,Nyans,daph is gonna be a duck vtuber? PogU
2022-07-16,16:04:26,k_a_i_____,peepoPaint look nice
2022-07-16,16:04:27,Trinity_vince,STREAM 2 POGCRAZY
2022-07-16,16:04:27,Yosen19,PauseChamp
2022-07-16,16:04:28,mussumburzum,>( ° )
2022-07-16,16:04:28,sahilole,oh
2022-07-16,16:04:29,john_username,OMEGALUL
2022-07-16,16:04:31,favesparkle,quack
2022-07-16,16:04:31,noemii,PauseChamp
2022-07-16,16:04:31,05hs,cant rush art
2022-07-16,16:04:32,inechi,PauseChamp
2022-07-16,16:04:32,aran_k7,PauseChamp
2022-07-16,16:04:32,pixel_hound,BETTER
2022-07-16,16:04:32,avaloin,PogChamp FeelsAmazingMan
2022-07-16,16:04:33,ackwell,daphQuack HYPERCLAP
2022-07-16,16:04:33,9tentacles,stream (2)
2022-07-16,16:04:34,clownprincess_,What the
2022-07-16,16:04:34,arachneii,DuckerZ
2022-07-16,16:04:34,Yosen19,oh wait
2022-07-16,16:04:35,idkDvD,PauseChamp bearing
2022-07-16,16:04:35,Gwanlye,bearing
2022-07-16,16:04:35,mrkeepr,PauseChamp
2022-07-16,16:04:35,elfiidy,maybe add some sharp teeth
2022-07-16,16:04:36,LuckyDeath,🐻 with you
2022-07-16,16:04:38,Mendayen,BrokeBack
2022-07-16,16:04:38,Yosen19,that kinda good
2022-07-16,16:04:38,d1nkdonk,PauseChamp
2022-07-16,16:04:38,j_hern,BogU
2022-07-16,16:04:39,rangerberry,🐻 TeaTime
2022-07-16,16:04:39,hotaro_orek,GIGADAPH stream 2
2022-07-16,16:04:39,kerokerobee_,PauseChamp
2022-07-16,16:04:40,y1keru,BogU
2022-07-16,16:04:40,Stikz115,looks actually better LULW
2022-07-16,16:04:40,pachimiri,FeelsAmazingMan
2022-07-16,16:04:41,gimme_wantan,PauseChamp trust the process
2022-07-16,16:04:41,02wookk,oh shit thats actually it
2022-07-16,16:04:41,noemii,COPIUM its good
2022-07-16,16:04:42,dumbmb,daphLol WHAT IS THAT
2022-07-16,16:04:43,mrkeepr,PogChamp
2022-07-16,16:04:43,YakiCL,Trust the process peepoPaint
2022-07-16,16:04:43,synthcurry,daphQuack
2022-07-16,16:04:44,CRAB_BRATTLE,woah wtf stream 2? Pog
2022-07-16,16:04:44,nyeasb0ss,peepoClap
2022-07-16,16:04:44,Hektic5,stream again? BogU
2022-07-16,16:04:45,collasped_lung,WutFace
2022-07-16,16:04:45,fuayy,Noice
2022-07-16,16:04:46,crowfa23,kinda good
2022-07-16,16:04:47,Stikz115,pepeD
2022-07-16,16:04:47,sunkys_,is this minecraft vtuber model?
2022-07-16,16:04:48,TheBanMagnet69,yoo not bad moon2WOW
2022-07-16,16:04:48,Yosen19,yea that better NODDERS
2022-07-16,16:04:49,bokowas,Jammies
2022-07-16,16:04:49,amernrs,daphPain
2022-07-16,16:04:49,Gwanlye,daphW
2022-07-16,16:04:51,RazKurdt,am bearing am bearing
2022-07-16,16:04:51,Silucet,Jammies
2022-07-16,16:04:53,cumposer,looks like a slice of pizza over his face
2022-07-16,16:04:53,Jeeshka,pepeD
2022-07-16,16:04:54,Nawgi,DAPH KEKW
2022-07-16,16:04:54,Nyans,Jammies
2022-07-16,16:04:54,NMGIX,such high quality vtuber model FeelsStrongMan Clap
2022-07-16,16:04:56,MontiePi,dam this quack thicc
2022-07-16,16:04:56,rangerberry,VeryPog fantanoThicc
2022-07-16,16:04:56,gimme_wantan,make it OMEGALUL
2022-07-16,16:04:57,Shockcola,wait what???
2022-07-16,16:04:58,MrBreadPitt,Jammies
2022-07-16,16:04:58,01lovecity,peepoPaint
2022-07-16,16:04:58,y1keru,Jammies
2022-07-16,16:04:59,nomuuuu_,docArrive more stream
2022-07-16,16:05:00,kerokerobee_,daphQuack
2022-07-16,16:05:01,K3lp_Juice,daphW
2022-07-16,16:05:01,abandonedtamagotchi,monkaW
2022-07-16,16:05:01,Yosen19,Dappa
2022-07-16,16:05:02,vicea,looks like its poggin
2022-07-16,16:05:02,Jeeshka,monkaW
2022-07-16,16:05:02,noemii,monkaW
2022-07-16,16:05:03,05hs,monkaW
2022-07-16,16:05:03,02wookk,Dappa
2022-07-16,16:05:03,miy4a_,why u making new vtuber model ur current one is perfect
2022-07-16,16:05:04,Delfryngr,KEKW
2022-07-16,16:05:04,Daftpunks,moon2W
2022-07-16,16:05:04,다프니,monkaW
2022-07-16,16:05:04,MrBreadPitt,Dappa
2022-07-16,16:05:05,rangerberry,daphCustomerDisservice
2022-07-16,16:05:05,TheBanMagnet69,Dappa
2022-07-16,16:05:06,pachimiri,Dappa
2022-07-16,16:05:06,k_a_i_____,daphCustomerDisservice give me
2022-07-16,16:05:06,Mendayen,@cumposer 🍕
2022-07-16,16:05:06,AntonioAS7X,Dappa
2022-07-16,16:05:07,zodiacRex,daphCustomerDisservice
2022-07-16,16:05:08,starlightish,moon2SUFFER
2022-07-16,16:05:08,CRAB_BRATTLE,monkaOMEGA
2022-07-16,16:05:08,bluemoon491,pepeW
2022-07-16,16:05:08,01lovecity,Dappa
2022-07-16,16:05:08,kyeparagon,daphCustomerDisservice
2022-07-16,16:05:10,birdie_w,Dappa
2022-07-16,16:05:10,mrkeepr,Dappa 🔫
2022-07-16,16:05:11,leevilbirdy,Dappa
2022-07-16,16:05:12,amernrs,Dappa
2022-07-16,16:05:13,uwuselesspieceofuwu,daphHey
2022-07-16,16:05:15,noemii,COPIUM
2022-07-16,16:05:16,05hs,calm down roasted duck monkaW
2022-07-16,16:05:16,fuayy,Make it dance
2022-07-16,16:05:16,Stikz115,while other vtuber paying for thousand of dollars for a model atpCap
2022-07-16,16:05:16,lunnyLOo,tongue
